,t_id,text,time_stamp,vader_sentiment,sentiment
65,1034933664763846656,@chewystuey @Sonos @SonanceSpeakers it seems to me that many customers choose other sound bar and speaker options d… https://t.co/A9QUhHEW11,2018-08-29 22:39:48,0.0,neutral
66,1034933073358585856,"@ceesar @Sonos Hey ceesar, thanks for reaching out. Great question - Amp supports the music formats listed here: https://t.co/4wLpTzjb9m",2018-08-29 22:37:27,0.8834,pos
67,1034932130663555077,@TahmeedKalam @Sonos @SonanceSpeakers Why would it be?!,2018-08-29 22:33:42,0.0,neutral
68,1034931883493285889,"@AndrewInOntario @Sonos @magnoliaav Thanks for reaching out, Andrew. If there's any more info to share we'll be let… https://t.co/fUEUwJSCYv",2018-08-29 22:32:43,0.7322,pos
69,1034925755971424257,@WhatTheBit Sure we know what amps are. @Marvel just released the second instalment of Ampman. Great movie too! Can… https://t.co/jKYJFV7YZi,2018-08-29 22:08:22,0.7712,pos
70,1034924789784293376,@Sonos @magnoliaav Own 15 Sonos speakers throughout out our house. Really need a water resistant wireless speaker f… https://t.co/187WViVkbG,2018-08-29 22:04:32,0.0,neutral
71,1034923202445815808,"@JeffreyVC @Sonos @WIRED Quick Q: Do you know if this will *output* sound via AirPlay, or is it just for input?

I… https://t.co/j8ClZlJ6pb",2018-08-29 21:58:14,0.0,neutral
72,1034923164097302528,"Man, @Sonos' Design department is *killing* it with these hardware refreshes; One, Play:5, Beam and Amp are all gor… https://t.co/0Ak9VjyUom",2018-08-29 21:58:04,0.0,neutral
73,1034921027778879498,Look out for @Square &amp; @Sonos. Both great companies set to make huge advances in their fields!,2018-08-29 21:49:35,0.7712,pos
74,1034918339145916417,@Sonos What music formats does it support?,2018-08-29 21:38:54,0.4019,pos
75,1034914454335639552,@fiede @Sonos Still the best piece of tech I've ever bought. 10 years old and still going strong. 💪,2018-08-29 21:23:28,0.8176,pos
76,1034913856546463744,"Lots of companies say ""we listened to our customers...""  As a comms person its usually eye-roll worthy.  But where'… https://t.co/MrsR92XgOU",2018-08-29 21:21:05,0.2382,pos
77,1034913653953155072,Another exciting announcement from @Sonos for the custom home tech channel. And what a partner in @SonanceSpeakers!… https://t.co/90W09aT75N,2018-08-29 21:20:17,0.5411,pos
78,1034912980960305153,This is big and exciting news for the custom home tech world. Thank you @Sonos! #avtweeps https://t.co/zRKeIeFAWs,2018-08-29 21:17:37,0.7177,pos
79,1034912717054926850,"@Sonos Is it possible to do the following: Beam as Center, new Amp as Left, Right and Sub, and another new Amp as R… https://t.co/4HeLGNf4tj",2018-08-29 21:16:34,0.0,neutral
80,1034912697404608513,@gigastacey @Sonos Why would they force you to upgrade? There are some new features (I really like being able to tu… https://t.co/pZKehWm0pS,2018-08-29 21:16:29,0.4201,pos
81,1034911852835160065,"Now I just need an outdoor @sonos speaker... *cough, cough, ahem* https://t.co/kn5zqFpe8C",2018-08-29 21:13:08,0.0,neutral
82,1034911189250306048,@thomasknox @scratchal @Sonos My hope is Cambridge Audio will survive as a niche player. It’s quite good at that.,2018-08-29 21:10:29,0.7264,pos
83,1034910718863331331,Our silent auction will feature prizes from @Sonos @VIA_Rail @ring @MLSEFoundation @MapleLeafs @TheKeg… https://t.co/ILgWpaxQYr,2018-08-29 21:08:37,0.4588,pos
84,1034909111144665088,"More power. More possibilities.
The New SONOS AMP @sonos 
The versatile amplifier for powering all your entertaimen… https://t.co/wO2nXcQ7vJ",2018-08-29 21:02:14,0.0,neutral
85,1034907415962177536,Congrats @Bose your first #BoseSmart product is so smart it doesn’t work with other Bose SoundTouch speakers. Is th… https://t.co/cCoVd0nfka,2018-08-29 20:55:30,0.784,pos
86,1034907198642577408,"When ""Good Life"" by @ZHUmusic drops on the @Sonos, I automatically become 10x more productive with whatever I'm doing.",2018-08-29 20:54:38,0.4404,pos
87,1034907075174752256,One of the reasons I wanted to work for @Sonos is that I am secretly an audiophile who has owned multiple rack syst… https://t.co/VCbXxbc99w,2018-08-29 20:54:09,0.0,neutral
88,1034906721678848000,@gigastacey  @Sonos  I have had my original 2005 ZP100 amps and Sonos has continued to support me for all these yea… https://t.co/Rcr49rVz3n,2018-08-29 20:52:44,0.6124,pos
89,1034904806920478722,"At a high level, the box #Connects up to four speakers to the @Sonos platform, which means you can #Stream music an… https://t.co/jgejTT1bh1",2018-08-29 20:45:08,0.0,neutral
90,1034904761408073730,"@Sonos Oooooo! I’m planning to add a Play:5 &amp; a Sub to my current solo Play:1, might have to get 2 of these as well… https://t.co/9nmHS2Mks6",2018-08-29 20:44:57,0.0,neutral
91,1034903258916179968,"@Sonos What is the road-map for the Connect (non-amp), this could really use a refresh to allow AirPlay 2?",2018-08-29 20:38:59,0.2263,pos
92,1034902136302264322,"@Chris_DFB @Sonos Thanks for reaching out, Chris. The new Sonos Amp has an HDMI-ARC connection you can connect your… https://t.co/0A5y8JrYk2",2018-08-29 20:34:31,0.5719,pos
93,1034900816807821312,@chad_main @Sonos This is great. Hadn’t heard in years.,2018-08-29 20:29:16,0.6249,pos
94,1034900805512396800,@Patrick_Spence @Sonos You guys are on a roll,2018-08-29 20:29:14,0.0,neutral
95,1034899315355922432,@_MattWelch_ @Sonos Great work!!  So excited to see it launch,2018-08-29 20:23:18,0.8114,pos
96,1034899162364436480,@CEDIAGiles @Sonos @CEDIA Yup! There is a tons to be excited about here!,2018-08-29 20:22:42,0.4559,pos
97,1034899073759764485,@CEDIAGiles @Sonos @CEDIA This is an exciting development. Sonos is clearly serious about the CI channel.,2018-08-29 20:22:21,0.6808,pos
98,1034898595118342144,"@kevin_maltby @Sonos @AVNationTV @CEDIA Hey @kevin_maltby, the direct volume passthrough will be over the ARC conne… https://t.co/9aTtBOX9nt",2018-08-29 20:20:27,0.0,neutral
99,1034898188027609089,"@Patrick_Spence @Sonos @SonanceSpeakers Sonos Amp looks great, Patrick - congrats to you and the team!",2018-08-29 20:18:50,0.8313,pos
100,1034898024932302848,@Sonos How many hdmi inputs will there be on the Amp?,2018-08-29 20:18:11,0.0,neutral
101,1034896196870000641,@DavidMGolfCoach @IbizaClassics_ @RegaResearch @Sonos New mug 👍🏿,2018-08-29 20:10:55,0.0,neutral
102,1034895689715802114,@CEDIAGiles @Sonos @CEDIA “installed solutions (IS) professionals” quite a nice term,2018-08-29 20:08:54,0.5849,pos
103,1034895009160425472,"@mattdscott @Sonos @AVNationTV @CEDIA Hey Matt, is there IR control on this or are they relying on CEC control via… https://t.co/egD8RL8xxS",2018-08-29 20:06:12,0.0,neutral
104,1034894675017166848,@juliejacobson @Sonos @CEDIA @sonance This is good news. Sounds like they are getting serious about CI.,2018-08-29 20:04:52,0.6249,pos
105,1034894361606201344,At long last a @sonos product designed specifically for the #CEDIA channel. I feel like I’ve been part of this jour… https://t.co/ua6mzpi9Bs,2018-08-29 20:03:37,0.3612,pos
106,1034893964497670144,"Very excited about the new @Sonos Amp, especially as a professional installer. High-fidelity performance w/125W per… https://t.co/KhoigGeQOq",2018-08-29 20:02:03,0.4005,pos
107,1034893420232417280,@glowacki_jeremy @Sonos @ResTechToday Love love love my Sonos amp it runs the patio and garage speakers.,2018-08-29 19:59:53,0.9274,pos
108,1034892314244800512,"@patricknorton @Sonos @CEDIA Pat, the sub out means you aren’t tied to the (proprietary) Sonos subwoofer, right?",2018-08-29 19:55:29,0.0,neutral
109,1034891880323080192,@GopSux2 @maggiecassella @christinawilkie @HumanitarianGal On my @Sonos r n. 😂😂😂,2018-08-29 19:53:46,0.0,neutral
110,1034890029020078081,"I really enjoyed playing with the brand new AMP from @Sonos last week for @AVNationTV, check out my article on what… https://t.co/L2Mj1goczc",2018-08-29 19:46:24,0.688,pos
111,1034889667626315778,@fiede @Sonos oh NICE,2018-08-29 19:44:58,0.5473,pos
112,1034889564547166208,@stephen_rhead @Sonos Looks awesome!,2018-08-29 19:44:34,0.6588,pos
113,1034889069468246016,Can I get a @Sonos? https://t.co/K1SoLaJbjj,2018-08-29 19:42:36,0.0,neutral
114,1034888325465657344,@cdprice86 @Sonos Absolutely!,2018-08-29 19:39:38,0.0,neutral
115,1034888219001638912,"@SonosSupport @Sonos @SonanceSpeakers Can you say anything about timing? (I assume not, since you just said ""stay t… https://t.co/Huh0b44D8L",2018-08-29 19:39:13,0.0,neutral
116,1034888002160480256,"@sharding @Sonos @SonanceSpeakers These three Sonos-optimized architectural speakers will explore in-wall, in-ceili… https://t.co/dXNivB8jdf",2018-08-29 19:38:21,0.0,neutral
117,1034887935794053120,"Love this. First the Beam, now the Amp. More innovation than we’ve seen from @Sonos in years. The blog hints at mor… https://t.co/cX4UP8OzuW",2018-08-29 19:38:05,0.796,pos
118,1034887270329765888,"@Sonos @SonosSupport I love my system, but every time I listen to a Podcast on my phone, Sonos crashes and I lose where I was. Plz halp!",2018-08-29 19:35:27,-0.2003,neg
119,1034887195570720774,Just Pinned to instagood: One of the few #foodporn photos. Feat. @sonos (1 out of three in our #livingroom )… https://t.co/CSale9wmEn,2018-08-29 19:35:09,0.0,neutral
120,1034886937990127621,"@c_davies @Sonos Interesting, always thought it would be useful for my Sonos volume to reduce before my Ring doorbell chimes",2018-08-29 19:34:07,0.6808,pos
121,1034886667897917441,New @Sonos incoming - and it's amazing. https://t.co/1vQpYy9jEu,2018-08-29 19:33:03,0.5859,pos
122,1034886636922916870,"@torgerson @Sonos haha, well if it’s as good as you say it is, there will be no hate from me at all 🤗

Technology a… https://t.co/n7Re5FVeLz",2018-08-29 19:32:56,0.5994,pos
123,1034886101410795520,@patricknorton @Sonos @CEDIA Definitely swing by the booth and our offsite space.  It will be a great place to see it.,2018-08-29 19:30:48,0.7783,pos
124,1034885835496321024,One of the few #foodporn photos. Feat. @sonos (1 out of three in our #livingroom ) #sonosplay3 x 2 + #sonosplay1 =… https://t.co/dAoqyxWSdk,2018-08-29 19:29:45,0.0,neutral
125,1034885261430161408,"@hisaac My only ask, in the future, don't hate me for the @Sonos addiction.  I started out long before working here… https://t.co/nXZQtSquFI",2018-08-29 19:27:28,0.4585,pos
126,1034884909758914561,"I love our @Sonos set-up but it is always disconcerting that the cat has full control of the Play:5

#CatsOfTwitter",2018-08-29 19:26:04,0.3818,pos
127,1034884127055433729,"@Sonos @SonanceSpeakers Does this also include something outdoor, like Sonarray? I'm very close to starting a back… https://t.co/n74cvN2nTF",2018-08-29 19:22:57,0.3612,pos
128,1034883838487527424,@Cornflakestaff @Sonos DM me,2018-08-29 19:21:48,0.0,neutral
129,1034883506189611009,@Sonos @stephen_rhead  Very glad to see this product and it opens up some nice opportunities for us! Two questions:… https://t.co/OwVPaZnrkJ,2018-08-29 19:20:29,0.8395,pos
130,1034882039219027968,@Sonos Finally some development in the right direction! Hopefully it doesn't have a microphone ...,2018-08-29 19:14:39,0.4574,pos
131,1034880998700331008,Introducing @Sonos Amp… some new work for our old friends ✨ https://t.co/GkQtSMDZEE,2018-08-29 19:10:31,0.6597,pos
132,1034878642004926467,Going for a wee wee in the local and there is @Sonos and pictures of @astonmartin on the wall https://t.co/xKbahK6SPU,2018-08-29 19:01:10,0.0,neutral
133,1034878207902789632,"@glowacki_jeremy glad you were here last week to check it out!  Massive day at @Sonos with the new Sonos Amp, our p… https://t.co/L83GAG8YE8",2018-08-29 18:59:26,0.5093,pos
134,1034878189506637824,@Sonos @magnoliaav How can we purchase? Do we need to be a reseller?,2018-08-29 18:59:22,0.0,neutral
135,1034877164993343488,"@SonosSupport @Sonos Awesome, but I only see option to connect only a right and left speaker, not 4 speakers https://t.co/KdkQoZ4gUv",2018-08-29 18:55:17,0.3716,pos
136,1034876796049809409,@Sonos Please someone develop a 10 band equaliser.  The Trueplay algorithm is only a match for the characteristic c… https://t.co/KjXqkQ5OxG,2018-08-29 18:53:49,0.3182,pos
137,1034875533144862720,"JFC @Sonos, your landing page for the new AMP kinda blows (at least in iPad format). Can’t click the chat button (t… https://t.co/kutAXWN6zy",2018-08-29 18:48:48,0.0,neutral
138,1034875241280008192,@Sonos @magnoliaav Can you please do a cheaper robust waterproof/resistant for the garden please,2018-08-29 18:47:39,0.7184,pos
139,1034875131573743616,"@Sonos I don’t have a specific product but I am a general builder, web developer and friendly hacker trying to make… https://t.co/fePSU9cQxt",2018-08-29 18:47:13,0.6486,pos
140,1034874010285342720,"@juliejacobson @Sonos @CEDIA @sonance It’s still not that dealer centric. The margins aren’t there, the limits of A… https://t.co/gRKWwf1Gec",2018-08-29 18:42:45,0.0,neutral
141,1034873702570188801,"@ollysharp @Sonos Hi Olly. With the introduction of the new Sonos Amp, we will no longer sell the Connect:Amp produ… https://t.co/F31TyQcplX",2018-08-29 18:41:32,-0.296,neg
142,1034873246800338945,"I would be proud too, Patrick, if they’d allowed the last update to integrate AirPlay2 into my Play:1 or Play:3.… https://t.co/JahBwX43k5",2018-08-29 18:39:43,0.4767,pos
143,1034871577316417537,@Patrick_Spence @redpointvc @Sonos @SonanceSpeakers Congratulations on your success Patrick!,2018-08-29 18:33:05,0.8356,pos
144,1034871483875647490,"@redwavepr @Sonos You can power up to four speakers with a single Amp, which would make up one Room in the Sonos ap… https://t.co/er65591JU0",2018-08-29 18:32:43,0.0,neutral
145,1034871410403893249,@Sonos Is this going to replace the connect? Any plans for a non amp version?,2018-08-29 18:32:25,0.0,neutral
146,1034869310370533376,@Patrick_Spence @Sonos @SonanceSpeakers Sonos Connect next please!!,2018-08-29 18:24:05,0.4374,pos
147,1034867150756999169,"@ResIpsaGiles @Sonos Hi Tim, thanks for asking. With the introduction of the new Sonos Amp, we will no longer sell… https://t.co/EjMHGLwcze",2018-08-29 18:15:30,0.1779,pos
148,1034866523364503552,I'm hoping to hear the new @Sonos Amp @CEDIA next week... love that it has a subwoofer out. Not shipping till Decem… https://t.co/7uEBSnMAkI,2018-08-29 18:13:00,0.7906,pos
149,1034866425293426688,Sonos unveils Sonos Amp and steps deeper into smart home integration https://t.co/5cJSGEwU0w @Sonos  #Sonos… https://t.co/xvaP47HM5S,2018-08-29 18:12:37,0.4019,pos
150,1034866371132383234,Sonos unveils Sonos Amp and steps deeper into smart home integration https://t.co/hQ2u8Y9Ow9 @Sonos  #Sonos… https://t.co/cvP7zy0Gqf,2018-08-29 18:12:24,0.4019,pos
151,1034866253238808576,@RaptorDowneyJr @Sonos It might take a miracle to resurrect that software. Lazarus OS.,2018-08-29 18:11:56,0.5859,pos
152,1034865504719130624,"@robbie_duncan @Sonos Hi Robbie, thanks for reaching out. The Amp has a standard rack fit and was designed to be us… https://t.co/Sd5dziKC85",2018-08-29 18:08:57,0.7351,pos
153,1034864644358332416,"@Sonos Will the new Amp replace the Connect:Amp, or will the Connect:Amp still be available? I just got my first Co… https://t.co/ab1oEaJrdt",2018-08-29 18:05:32,0.0,neutral
154,1034864293219590145,@Sonos But will it be compatible with my CR100?,2018-08-29 18:04:09,0.0,neutral
155,1034863565189132288,"@Sonos On the link it says u can connect up to four speakers, how will i be able to connect my 5.1 system( 4 speake… https://t.co/KjcNOoLhFH",2018-08-29 18:01:15,0.0,neutral
156,1034862840111357952,@Sonos Been asking for this for years! Finally a reality. 🙌🏼,2018-08-29 17:58:22,0.0,neutral
157,1034862619641999360,"@SonosSupport @Sonos 👏🏾, now when will it be available at retailers, todays my birthday, i’m ready to buy myself a present.",2018-08-29 17:57:29,0.3612,pos
158,1034862534904492032,"@Patrick_Spence @Sonos @SonanceSpeakers There continues to be major issues with the controller on android, with spotify.",2018-08-29 17:57:09,0.0,neutral
159,1034862483121614849,@Patrick_Spence @Sonos @SonanceSpeakers Sonos + SonoCoin ? Audio hardware specialists with #audible #cryptocurrency… https://t.co/1DBPqhQwrk,2018-08-29 17:56:57,0.0,neutral
160,1034861906480324608,@Patrick_Spence @Sonos @SonanceSpeakers Let’s do it.... do y’all need my address.?,2018-08-29 17:54:39,0.0,neutral
161,1034861713064177665,"@Sonos @SonanceSpeakers At the moment I’d settle for the ability to even listen to my favourite podcasts, and not b… https://t.co/JxV5vCByN6",2018-08-29 17:53:53,0.3182,pos
162,1034861494251528192,@gigastacey @Sonos They still support every speaker they've ever shipped,2018-08-29 17:53:01,0.4019,pos
163,1034861408108863489,"@Dr_Jon @Sonos Hi John. You can indeed - you can also use it for front speakers in a surround setup. 

We will cont… https://t.co/SFsNpKlhaC",2018-08-29 17:52:41,0.0,neutral
164,1034861246082736129,I was privileged to spend some time with @Sonos last week and got the opportunity to see how they're working to emb… https://t.co/DufRceHXnx,2018-08-29 17:52:02,0.6908,pos
165,1034860999323643904,"@halfwayted @Sonos @SonanceSpeakers Hi Ted, our work with Sonance is specific to delivering on the various ways Amp… https://t.co/SsuufikeT6",2018-08-29 17:51:03,0.0,neutral
166,1034860918667128833,@b_cohen @Sonos Hi Brad. These products will be passive speakers that can be uniquely identified by the new Sonos A… https://t.co/fIByanNx55,2018-08-29 17:50:44,0.2023,pos
167,1034860580048433152,Got an early look at the new @Sonos Amp in Boston last week. It was designed with custom installers and pro project… https://t.co/VVXQVRg0qs,2018-08-29 17:49:23,0.0,neutral
