,t_id,text,time_stamp,vader_sentiment,sentiment
45,1035627777402265600,"I talk all the time about the @netflix show explained. Highly recommend checking out the two episodes ""Can we live… https://t.co/KYCsZK7frH",2018-08-31 20:37:57,0.4201,pos
46,1035627755411406848,@bjnovak @netflix @Justin_Willman False. Best show on tv is still the office Ryan!,2018-08-31 20:37:52,0.6696,pos
47,1035627709626339328,@netflix ohhhhh shiiiitttt! https://t.co/toxoLDIjST,2018-08-31 20:37:41,0.0,neutral
48,1035627679670784002,@stevendeknight @netflix I just saw you're name on smallville. That's pretty cool. 🤘,2018-08-31 20:37:34,0.6705,pos
49,1035627591984537600,@Thepolaroidbear @netflix Hahahaha it does ... shriveled up and hidden behind the shadows,2018-08-31 20:37:13,0.0,neutral
50,1035627533864239104,José Mourinho needs a show with just press conference interviews @netflix,2018-08-31 20:36:59,0.0,neutral
51,1035627488855113728,@NetflixFilm @netflix Stressed about camping with family,2018-08-31 20:36:49,-0.34,neg
52,1035627385067069441,"Just watched #cowspiracy on @netflix and I think everyone needs to watch it. 
Sobering, powerful, illuminating docu… https://t.co/igBW5JP1ya",2018-08-31 20:36:24,0.25,pos
53,1035627315567517696,@NetflixFilm @netflix mood https://t.co/VPhQiwQ5kE,2018-08-31 20:36:07,0.0,neutral
54,1035627301365534720,I'm watching Insatiable #Insatiable @Netflix via @TelfieApp #Telfie https://t.co/g0AmGgf1DR,2018-08-31 20:36:04,0.0,neutral
55,1035627298727383040,@NetflixFilm @netflix Something that will mess me up for a week,2018-08-31 20:36:03,-0.3612,neg
56,1035627192426741761,@Jokezzonyou @NetflixFilm @netflix You can always watch yourself in front of the mirror,2018-08-31 20:35:38,0.0,neutral
57,1035627094137622528,thank you @netflix for giving me chef’s table and vladimir mukhin https://t.co/UpJTSYpyq4,2018-08-31 20:35:14,0.5994,pos
58,1035627024453435394,@NetflixFilm @netflix Something funny,2018-08-31 20:34:58,0.4404,pos
59,1035626969956790273,@NetflixFilm @netflix Tired of all the trump tweets this week.  Need something upbeat and not political.,2018-08-31 20:34:45,-0.4404,neg
60,1035626961186390017,@arunpudur @netflix @NetflixFilm @netflixfamily @NetflixIndia Forbes say you are not billionaire and every story is… https://t.co/tgNmjxZhts,2018-08-31 20:34:43,0.0,neutral
61,1035626960184135681,"I'm not entirely sure what to make of the film The Beyond on @Netflix
Scientifically it piques my interest, but it'… https://t.co/8hbJ0poBhc",2018-08-31 20:34:42,0.1054,pos
62,1035626925882990593,"@NetflixLifee @Netflix_CA Please add #Timeless season 2, or better yet #saveTimeless and add it as a @netflix original. Thanks. 😊",2018-08-31 20:34:34,0.9371,pos
63,1035626904072671233,I want to start using a streaming service but im having trouble deciding between @netflix and @WatchVRV,2018-08-31 20:34:29,-0.5267,neg
64,1035626887832207360,"No plans. Tied up with the lovely, supportive, incredibly supportive people at @netflix. https://t.co/egRp4f3aJD",2018-08-31 20:34:25,0.7184,pos
65,1035626861991272450,.Activist @Alyssa_Milano Milano’s New @Netflix Show Mocks #Christianity With Sexual Songs About #Jesus #leftflix https://t.co/SCTzVsT6H2,2018-08-31 20:34:19,-0.4588,neg
66,1035626806026686467,Fuck you for taking it off @netflix https://t.co/ril38NrXFa,2018-08-31 20:34:06,-0.5423,neg
67,1035626754205835264,The Royals can’t be cancelled because we call bagsy on a season 5! So somebody help us out! #SaveTheRoyals  @PopTV… https://t.co/lIDkjo6JPf,2018-08-31 20:33:53,0.3741,pos
68,1035626700724465664,It's a damn shame.  #Colony shouldn't just be dumped mid-story like that! #savecolony #Colony @amazon @JeffBezos… https://t.co/LUU57tb91Z,2018-08-31 20:33:41,-0.3257,neg
69,1035626627768770561,Not even 10 minutes into this #MagicForHumans and it is exactly what we all need right now. @netflix @Justin_Willman,2018-08-31 20:33:23,0.0,neutral
70,1035626605929025537,just now starting on #ToAllTheBoysIveLovedBefore and i’m noticing there’s a bunch of narrative audio that doesn’t s… https://t.co/J1LvXBUVGM,2018-08-31 20:33:18,0.0,neutral
71,1035626586249326599,@claraaa__3 @netflix They need to put drake &amp; josh on Netflix 🤦🏽‍♂️,2018-08-31 20:33:13,0.0,neutral
72,1035626578699403264,@JButlerHarner @SarahO_Connell @netflix @batemanjason @Esai_Morales @JordanaSpiro @McKinleyBcubed @Kevin_L_Johnson… https://t.co/JObdNNitIC,2018-08-31 20:33:12,0.0,neutral
73,1035626567274090497,@NetflixFilm @netflix Ready AF for fall 🍂,2018-08-31 20:33:09,0.0,neutral
74,1035626511297114113,@ebruenig @KirkSeriousFace Have fun binge-watching @Netflix.,2018-08-31 20:32:55,0.5106,pos
75,1035626500870078464,I’ve watched #TATBILB 3 times already this week and that’s with me trying to restrain myself @netflix what have you done,2018-08-31 20:32:53,0.0,neutral
76,1035626427746533376,@NetflixFilm @netflix in need of something lighthearted,2018-08-31 20:32:36,0.4215,pos
77,1035626364823658496,"@NetflixFilm @netflix Alright, I’m on it 👀",2018-08-31 20:32:21,0.25,pos
78,1035626342962933760,Thanks to @netflix for the copious amounts of brilliant comedy they are constantly releasing. Being able to devour… https://t.co/aoBdyqneUw,2018-08-31 20:32:15,0.8481,pos
79,1035626275958910976,"@JHenwick is @netflix planning a ""Sisters of the Dragon"" spinoff?",2018-08-31 20:31:59,0.0,neutral
80,1035626270170800131,@NetflixFilm @netflix Something I can cry too while wearing crocs and sippin that tea,2018-08-31 20:31:58,-0.4767,neg
81,1035626176881061897,@NetflixFilm @netflix Tired,2018-08-31 20:31:36,-0.4404,neg
82,1035626147067899905,just release the trailer @netflix @sabrinanetflix,2018-08-31 20:31:29,0.0,neutral
83,1035626106626494465,@Allison_Tolman @netflix Just don’t watch the dubbed version!!,2018-08-31 20:31:19,0.0,neutral
84,1035626073260576769,@NetflixFilm @netflix Mood: https://t.co/FHNCCzxcLZ,2018-08-31 20:31:11,0.0,neutral
85,1035626021788233728,@NetflixFilm @netflix ... exhausted but happy and hopeful (family film pizza night) #FriYAY,2018-08-31 20:30:59,0.8674,pos
86,1035626019103952896,@NetflixFilm @netflix @NetflixFilm a scifi mood!!! 💆‍♀️,2018-08-31 20:30:58,0.0,neutral
87,1035625989966110720,"@JuleEveHo @netflix Honestly, “da deep stuff” would be an accurate synopsis for The Fundamentals of Caring.",2018-08-31 20:30:51,0.7351,pos
88,1035625968210247680,Still not responding to the #backlash @netflix @NetflixFilm @netflix of #theafterparty this movie is a awful and di… https://t.co/DAV84UpHwp,2018-08-31 20:30:46,-0.4588,neg
89,1035625931799330816,This new @netflix series says the future is #vegan. https://t.co/dPvYrgFH9i,2018-08-31 20:30:37,0.0,neutral
90,1035625857862262787,@NetflixFilm @netflix tired. something that doesn’t involve thinking,2018-08-31 20:30:20,-0.4404,neg
91,1035625817622163457,Lowkey I need Adventures in Public School to be turned into a serious @netflix do it.,2018-08-31 20:30:10,0.2732,pos
92,1035625784889802752,@NetflixFilm @netflix Inthe mood for epic space sci-fi badassery sans laser swords/space Nazis.,2018-08-31 20:30:02,0.0,neutral
93,1035625738869923840,@netflix we are waiting for September 4th #BlackPanther I have already done my work for this Tuesday and have reser… https://t.co/Cs9cjvxUtC,2018-08-31 20:29:51,0.0,neutral
94,1035625714366734336,"If @tayschilling was Indian 🙏
@lauraprepon @oitnb @netflix netflix_in 
.
.
.
.
.
.
.
.
#oitnb #netflix… https://t.co/xURdotbaDH",2018-08-31 20:29:45,0.0,neutral
95,1035625665838678017,@emilyweee @netflix Omg that makes me feel better for starting number 4 today. They’re just so cute!,2018-08-31 20:29:34,0.8105,pos
96,1035625662084800514,If women in multiple gore flicks are scream queens.  @netflix is making @noahcent a swoon tycoon or something.,2018-08-31 20:29:33,-0.4019,neg
97,1035625637015441411,@DinaNY2 @AmazonStudios @netflix @SaveColony @LostAddicted2 @SarahWCfans @Deviant101101 @PostApocalypt… https://t.co/ndALsB87kQ,2018-08-31 20:29:27,0.0,neutral
98,1035625634402390016,@netflix @13ReasonsWhy I ship it.,2018-08-31 20:29:26,0.0,neutral
99,1035625590873907201,"@NetflixFilm @netflix We're having a lazy, chill inside rainy day. We love a good film that messes with your mind...but in a good way",2018-08-31 20:29:16,0.802,pos
100,1035625589670137857,@NetflixFilm @netflix Existential dread,2018-08-31 20:29:16,-0.4588,neg
101,1035625522368196608,@NetflixFilm @netflix Looking for provocative inspired by true events film or provocative documentary. Thanks!,2018-08-31 20:29:00,0.8478,pos
102,1035625500889284609,@NetflixFilm @netflix antsy,2018-08-31 20:28:55,0.0,neutral
103,1035625491175231489,@netflix just dropped Ozark season 2 🙏🏽,2018-08-31 20:28:52,0.0,neutral
104,1035625469050118145,Bring neds declassified and drake &amp; josh to netflix @netflix,2018-08-31 20:28:47,0.0,neutral
105,1035625451379511296,Can't wait to see those @netflix 24 hour #Ozark numbers and the numbers for @PrimeVideo  #JackRyan. 🤓 Count me in 👍🏿,2018-08-31 20:28:43,-0.296,neg
106,1035625443741691904,@NetflixFilm @netflix @NetflixFilm comedy,2018-08-31 20:28:41,0.3612,pos
107,1035625443465068549,@NetflixFilm @netflix Something extremely scary. I haven't seen a good horror movie in forever,2018-08-31 20:28:41,-0.4406,neg
108,1035625426587197441,"Hi @netflix, is there a way to mark a movie as seen ? I don't plan on ""continue watching"" the end credits 😇",2018-08-31 20:28:37,0.6705,pos
109,1035625362737299461,@netflix this 'hover over a show and it tells you two shows that relate (even if you've not watched either of those… https://t.co/tmWIWIzrjs,2018-08-31 20:28:22,0.0,neutral
110,1035625350682894337,Sick burn @netflix https://t.co/xxorfqw0IL,2018-08-31 20:28:19,-0.5106,neg
111,1035625312636174336,@netflix How about getting us a simulcast of Sirius the Jaeger while you're at it?,2018-08-31 20:28:10,0.0,neutral
112,1035625206880952320,@NetflixFilm @netflix I want to be mind-blown 🤯,2018-08-31 20:27:44,0.0772,pos
113,1035625175184601089,@NetflixFilm @netflix mood: https://t.co/wIwmu0Nv2U,2018-08-31 20:27:37,0.0,neutral
114,1035625126765555712,@heymeg_HAN @netflix Also... I’m on my fourth round 🆘,2018-08-31 20:27:25,0.0,neutral
115,1035625116552581120,@NetflixFilm @netflix something teenage drama/romantic comedy,2018-08-31 20:27:23,0.3612,pos
116,1035625043185856512,@NetflixFilm @netflix Fuck with my emotions,2018-08-31 20:27:05,-0.5423,neg
117,1035624972948000769,@NetflixFilm @netflix Mood = I’m Ross Gerber and Elon won’t stop tweeting,2018-08-31 20:26:49,-0.296,neg
118,1035624950906859520,@ActMeasuresDoc @netflix any chance of seeing this on Netflix ? instead of some Low-quality stand up specials,2018-08-31 20:26:43,0.25,pos
119,1035624862419759104,@NetflixFilm @netflix I want something very under appreciated that deserves to be hyped up... what do you have for that 👀,2018-08-31 20:26:22,0.5965,pos
120,1035624828026404864,when can i watch brooklyn nine nine season 5? @netflix,2018-08-31 20:26:14,0.0,neutral
121,1035624815279759360,@netflix how shall I fix this on going issue? Should I cancel my subscription https://t.co/3KecdKpq6G,2018-08-31 20:26:11,-0.25,neg
122,1035624802713657344,I hope @netflix adds the movie Stigmata and 13 ghosts to their Halloween line up this year. #please,2018-08-31 20:26:08,0.4404,pos
123,1035624784946577408,@BasicShadowStuf @ShadowhuntersTV @FreeformTV @netflix @ConstantinFilm @MatthewDaddario Because he fights for what… https://t.co/gQVC2b6EYj,2018-08-31 20:26:04,-0.4019,neg
124,1035624781041807362,@freeformintern I love lucifer and I fought to save the show but I cannot justify keeping Netflix if shadowhunters… https://t.co/dHYX33ps0J,2018-08-31 20:26:03,0.4678,pos
125,1035624780601470976,@NetflixUK needs to add Bojack Horseman to its avatar selection. Come on @netflix,2018-08-31 20:26:03,0.0,neutral
126,1035624628910268416,@NetflixFilm @netflix @NetflixFilm stressed,2018-08-31 20:25:27,-0.34,neg
127,1035624530713006080,@opyram @netflix Wait until they have #boymeetsworld lol you won’t get anything done,2018-08-31 20:25:03,0.4215,pos
128,1035624523456888832,"@Allison_Tolman @netflix ""3%"" was meh in english and drop dead magical in Portuguese with subtitles.",2018-08-31 20:25:02,-0.7717,neg
129,1035624518281244672,@dbongino I know you like cartoons @ParadisePD S1 E3 on @netflix  is perfect example of #fakenews Funny stuff!,2018-08-31 20:25:00,0.8553,pos
130,1035624484135415808,I have officially finished watching Meteor Garden on @Netflix 😭 it was such a GREAT show. You guys I 100% recommend!,2018-08-31 20:24:52,0.6731,pos
131,1035624430913896448,Thank you lord and @netflix for providing more sweet @noahcent content. https://t.co/JzD8MHP3QA,2018-08-31 20:24:39,0.6997,pos
132,1035624399565713408,"Great characters, great story, great script, special effects, clothing.... the only thing that’s not great about… https://t.co/9Dq71jIpnx",2018-08-31 20:24:32,0.9643,pos
133,1035624341336014849,"@NetflixFilm @netflix Something without many cuts, that deals with the real (and sometimes pretentious) world of pe… https://t.co/lMcWAte7E2",2018-08-31 20:24:18,0.2235,pos
134,1035624273824501760,@NetflixFilm @netflix I’m feeling a bit whimsical while also a bit melancholy. Any suggestions ?,2018-08-31 20:24:02,-0.2732,neg
135,1035624264894959616,"FALL IS COMING!  See what @netflix is adding to it's September lineup. #TheDailyFeed
https://t.co/8UdP5wsLSo https://t.co/ZE6OuhinER",2018-08-31 20:24:00,0.0,neutral
136,1035624263955271680,@NetflixFilm @netflix I need a mood for #boymeetsworld,2018-08-31 20:24:00,0.0,neutral
137,1035624258788106240,@NetflixFilm @netflix A very funny movie that will make me almost pee my pants (because I’m laughing so hard),2018-08-31 20:23:58,0.7501,pos
138,1035624253629128705,"@NetflixUK @netflix like the new side bar, my list, there should be a “Watched” section that moves anything from no… https://t.co/0dDsA1wTyN",2018-08-31 20:23:57,0.3612,pos
139,1035624236558307328,@NetflixFilm @netflix Something with heroes,2018-08-31 20:23:53,0.5106,pos
140,1035624177317949440,@Gu881n5 @Snap @instagram @YouTube @facebook @Twitter @WhatsApp @netflix What were you and your intern doing in Pop… https://t.co/1WxItQ8pwr,2018-08-31 20:23:39,0.0,neutral
141,1035624143469858817,@NetflixFilm @netflix Is tired a mood???,2018-08-31 20:23:31,-0.533,neg
142,1035624105641484288,"@Allison_Tolman @netflix Dark ist wunderbar. Creepy bizarre spinetingling goodness. Speaking of which, we're hooked… https://t.co/cUmRabd7bg",2018-08-31 20:23:22,0.1779,pos
143,1035624064176533504,"Well done @netflix !

Five female directors, many stories: A conversation on filmmaking, Netflix and more - Los Ang… https://t.co/7FbdmhkcyZ",2018-08-31 20:23:12,0.3382,pos
144,1035624045218287616,@SaveVersailles @VersailleSeries @evan_m_williams @VersaillesFam @VersaillesCANAL @netflix @ovationtv We need you b… https://t.co/c4Xk8NXzR4,2018-08-31 20:23:08,0.0,neutral
145,1035624026931187712,@NetflixFilm @netflix Sick,2018-08-31 20:23:03,-0.5106,neg
146,1035623982538612737,@NetflixFilm @netflix @ RomComs,2018-08-31 20:22:53,0.0,neutral
147,1035623956911468544,It’s clear I can’t depend on @JetBlue to keep me happy while attempting to take a vacation. At least I still have… https://t.co/BtVDOVlZ0i,2018-08-31 20:22:46,0.743,pos
148,1035623937089122304,@NetflixFilm @netflix I’m in a @noahcent kinda mood,2018-08-31 20:22:42,0.0,neutral
149,1035623931816943618,@RayCarsillo @bertkreischer @netflix Btw have you seen flying dildos?,2018-08-31 20:22:40,0.0,neutral
150,1035623915849216000,"Dreary Fridays are actually made for Netflix and Chill. Big shout out to @netflix for releasing season 2
of Ozark #youdaMVP",2018-08-31 20:22:37,-0.34,neg
151,1035623907368361990,"Back when these titles were announced, it seemed like ⁦@netflix⁩ would have to release Scorsese, Cuaron and a Coen… https://t.co/mNLXdjtDt7",2018-08-31 20:22:35,0.3612,pos
152,1035623870513008640,@NetflixFilm @netflix Sleepy. Need something restorative.,2018-08-31 20:22:26,0.0,neutral
153,1035623804326883330,@GeniusOClock @netflix NFLX alerted me to Ozark S02 which I resented since I hated the one episode I watched...,2018-08-31 20:22:10,-0.7783,neg
154,1035623793119649793,"@Allison_Tolman @netflix Also, it's a great show!",2018-08-31 20:22:07,0.6588,pos
155,1035623780264148998,@NetflixFilm @netflix Sleepy,2018-08-31 20:22:04,0.0,neutral
156,1035623768998068225,@NetflixFilm @netflix Feeling happy!,2018-08-31 20:22:02,0.6696,pos
157,1035623749511512065,"@NetflixFilm @netflix Missing ""Meteor Garden"" already",2018-08-31 20:21:57,-0.296,neg
158,1035623712316243968,"Season 2 of Ozark is now on @netflix @batemanjason 👏🏼

#Ozark",2018-08-31 20:21:48,0.0,neutral
159,1035623697011200000,@NetflixFilm @netflix Netflix and chill,2018-08-31 20:21:44,0.0,neutral
160,1035623685896454145,@NetflixFilm @netflix Something to watch with my mom and Aunt?,2018-08-31 20:21:42,0.0,neutral
161,1035623628287688704,@NetflixFilm @netflix Murderous intents,2018-08-31 20:21:28,-0.6369,neg
162,1035623600370274305,@NetflixFilm @netflix Mood: 🤷🏻‍♀️❤🦄🍟💣 What's your recommendation?,2018-08-31 20:21:21,0.0,neutral
163,1035623563246497792,After watching #TheAfterParty on @netflix I sweaaaar if @TEYANATAYLOR doesn’t star in a remake of #Showgirls I’m go… https://t.co/sQWIMOaSbL,2018-08-31 20:21:13,0.0,neutral
164,1035623555290021888,"@netflix .....🙋🏾‍♂️Thank you I was getting nervous, hands down one of the best series you guys have produced ...👏🏾… https://t.co/3NDiEBvGGS",2018-08-31 20:21:11,0.4767,pos
165,1035623539594940419,@NetflixFilm @netflix Purple,2018-08-31 20:21:07,0.0,neutral
166,1035623521320361987,OZARK SEASON 2 IS ON @netflix https://t.co/V6d0yZdqRK,2018-08-31 20:21:03,0.0,neutral
167,1035623503863734274,"@netflix get @MzKatieCassidy in an original movie for y’all, she has the lead star power for it, just saying, check her catalog. ❤️",2018-08-31 20:20:58,0.3182,pos
168,1035623503033257984,@Allison_Tolman @netflix You'll definitely enjoy it!,2018-08-31 20:20:58,0.7345,pos
169,1035623500101365762,"Listen to Evan..ask ur friends to sign the petition, join to the Monday tweet campaign..share...we all together can… https://t.co/5xzHD1g8kZ",2018-08-31 20:20:58,0.6486,pos
170,1035623475195592704,@NetflixFilm @netflix Horny on main,2018-08-31 20:20:52,0.0,neutral
171,1035623457629908992,I wish series on @iTunes would just play through like @netflix. YES I want to lazily binge watch without manually c… https://t.co/7ZQZXsIcX9,2018-08-31 20:20:47,0.8842,pos
172,1035623402646765570,@NetflixFilm @netflix sci-fi -new -super CGI and special effects,2018-08-31 20:20:34,0.765,pos
173,1035623373756411905,@NetflixFilm @netflix Something intense,2018-08-31 20:20:27,0.0772,pos
174,1035623369066967044,@favored4this @netflix It's so good right?,2018-08-31 20:20:26,0.5777,pos
175,1035623285461901312,@NetflixFilm @netflix Romcom,2018-08-31 20:20:06,0.0,neutral
176,1035623232102195206,I just started watching the show Everything Sucks! and @netflix cancelled it! Was there not enough promotion? Don't… https://t.co/1Z3wpFhFm3,2018-08-31 20:19:54,-0.6229,neg
177,1035623184949813253,"@Allison_Tolman @netflix It’s great! I binged the while season in a day, with subtitles (and I’m someone who usuall… https://t.co/ImeosbMmNb",2018-08-31 20:19:42,0.6588,pos
178,1035623147251400704,@Allison_Tolman @netflix Our grammar is super simple. 😂😂,2018-08-31 20:19:33,0.5994,pos
179,1035623118222618634,"@adtechpeddler @Gu881n5 @Snap @instagram @YouTube @facebook @Twitter @WhatsApp @netflix Ha, cuss",2018-08-31 20:19:26,0.34,pos
180,1035623107569049600,facing an incredible internal dilemma right now.. I feel like I can’t go out this weekend until I binge watch Ozark… https://t.co/B61OeUtq6H,2018-08-31 20:19:24,0.2023,pos
181,1035623012568104965,@NetflixFilm @netflix Girls’ night in?,2018-08-31 20:19:01,0.0,neutral
182,1035622951985586176,"So watched a documentary on @netflix about Sherpas and have never felt prouder to say that I come from a land, wher… https://t.co/zGb2ifD8k2",2018-08-31 20:18:47,-0.3875,neg
183,1035622898390654976,@NetflixFilm @netflix I'm day drinking,2018-08-31 20:18:34,0.0,neutral
184,1035622861707333633,@NetflixFilm @netflix Mood: https://t.co/DkZXK9RVwy,2018-08-31 20:18:25,0.0,neutral
185,1035622856384819200,@NetflixFilm @netflix Poor,2018-08-31 20:18:24,-0.4767,neg
186,1035622826173128704,@NetflixFilm @netflix Feeling like some horror today,2018-08-31 20:18:17,-0.1779,neg
187,1035622825292455936,"@NetflixFilm @netflix I'm sad, but blessed.",2018-08-31 20:18:17,0.6486,pos
188,1035622824969424897,@NetflixFilm @netflix Accomplished and tired.,2018-08-31 20:18:17,0.0,neutral
189,1035622800449589248,@CaseyNewton @rachelking @netflix don't you have quite the numerous and high quality comebacks this fine Friday afternoon,2018-08-31 20:18:11,0.25,pos
190,1035622794598338560,I just started watching this yesterday so can ya pls not take it out 😭 @netflix https://t.co/2xCKyPGAg5,2018-08-31 20:18:09,-0.3687,neg
191,1035622790525804545,@Allison_Tolman @netflix It's not an easy language to learn,2018-08-31 20:18:08,-0.3412,neg
192,1035622787216334848,"@JoshDenny @netflix So happy, I might masturbare!",2018-08-31 20:18:08,0.7213,pos
193,1035622784762691584,@NetflixFilm @netflix Optimistic,2018-08-31 20:18:07,0.3182,pos
194,1035622764168667136,"@netflix #Netflix DO THE  RIGHT THING

#RenewEveryThingSucks",2018-08-31 20:18:02,0.0,neutral
195,1035622759731261440,"If you haven't seen the new @anthonyjeselnik special on @netflix called #ThoughtsandPrayers, you're seriously missi… https://t.co/p38Df0hJUg",2018-08-31 20:18:01,0.25,pos
196,1035622756300144640,"@ilovejowee @netflix Yes! Not as good as the first season in my opinion, but still very good!",2018-08-31 20:18:00,-0.5493,neg
197,1035622713312923649,@NetflixFilm @netflix Is Bordertown (Finnish series) coming back for S2?,2018-08-31 20:17:50,0.0,neutral
198,1035622698838188032,@bonanza92 @netflix What ima do binge watch the whole season before I clock in?,2018-08-31 20:17:46,0.0,neutral
199,1035622695503884290,@Allison_Tolman @netflix Oh mate it is so good. You're in for a wunderbar time.,2018-08-31 20:17:46,0.5777,pos
